x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89622.55073371808,43143.79437242632,6.5,0.0,0.0,0.8899313978149799,0.4560944059984469,8.19041669967329
89622.06497076472,43144.464521168804,6.5,0.0,0.0,0.8928210353885391,0.450411588181007,8.23579697518439
89621.5659132344,43145.127235127264,6.5,0.0,0.0,0.8979842114466665,0.44002767639377915,8.274392874950474
89620.94393785356,43145.910336479974,6.5,0.0,0.0,0.9037306728136378,0.4281014728026633,8.32368580226708
89620.29557152385,43146.678972771784,6.5,0.0,0.0,0.9098673128072744,0.41489935295788255,8.360422024268773
89619.62208351395,43147.4323479966,6.5,0.0,0.0,0.9144609638000882,0.40467412282701465,8.399040030082691
89619.04823103776,43148.051774214364,6.5,0.0,0.0,0.916705341333862,0.3995639087429791,8.476317164198795
89618.47382357066,43148.668102368145,6.5,0.0,0.0,0.9160049869200912,0.40116687791681344,8.399766189901861
89617.91326366608,43149.28182529495,6.5,0.0,0.0,0.9121273469035287,0.40990694435533753,8.240203135628363
89617.32297229512,43149.96424525168,6.5,0.0,0.0,0.9061499880345781,0.4229564979816882,8.127719690125566
89616.8609434576,43150.53783456548,6.5,0.0,0.0,0.8977140763858951,0.4405785254170015,8.167616518939534
89616.2253725281,43151.38343115135,6.5,0.0,0.0,0.891645722837699,0.45273381246074074,8.199559511992046
89615.79901986019,43151.99081333958,6.5,0.0,0.0,0.8843736196147367,0.4667797134939875,8.250917016732792
89615.33721984792,43152.68302183523,6.5,0.0,0.0,0.8789998151693276,0.47682211036432437,8.297486019828773
89614.88904897672,43153.389698352075,6.5,0.0,0.0,0.8719757935742901,0.48954899184911727,8.343828954914638
89614.45319759898,43154.13252746794,6.5,0.0,0.0,0.8628911316807364,0.5053898444436118,8.370146982186196
89614.0562362142,43154.874631784485,6.5,0.0,0.0,0.8503179038834692,0.5262693819093253,8.409976921905214
89613.70300680435,43155.63766905197,6.5,0.0,0.0,0.8311542272016642,0.5560419504001514,8.378860029496542
89613.40181250674,43156.45963570608,6.5,0.0,0.0,0.8078088109013868,0.5894445902967365,8.264890107390872
89613.20172095722,43157.20229437775,6.5,0.0,0.0,0.7786930626195946,0.6274050639165388,8.08136203232037
