89656.2283982,43129.3511351,0.0,0.0,0.0,-0.8109638644533945,0.5850962404176056,7.5487503
89656.0392204,43128.7817961,0.0,0.0,0.0,-0.819530432832585,0.5730356617709197,7.5793982
89655.8167236,43128.2246971,0.0,0.0,0.0,-0.8365979716316148,0.5478173362188056,7.5920862
89655.5597875,43127.6825983,0.0,0.0,0.0,-0.853416326664968,0.5212298661643178,7.5989214
89655.2691205,43127.1578227,0.0,0.0,0.0,-0.8699031623892906,0.4932225542948249,7.6028128
89654.9440826,43126.6536175,0.0,0.0,0.0,-0.8859950743441036,0.46369464978365477,7.6037812
89654.5856881,43126.1726022,0.0,0.0,0.0,-0.9017880866793332,0.4321784894267964,7.610708
89654.1930543,43125.7191331,0.0,0.0,0.0,-0.9165369053430836,0.39995012332055024,7.6173963
89653.7702849,43125.293583,0.0,0.0,0.0,-0.9295139580786649,0.3687869327090291,7.6299122
89653.3201638,43124.8970905,0.0,0.0,0.0,-0.9414545943819421,0.3371398029262234,7.6495987
89652.8438549,43124.532458,0.0,0.0,0.0,-0.952059892799633,0.30591168745628444,7.6623963
89652.3455048,43124.1986329,0.0,0.0,0.0,-0.9609068893465812,0.27687172121088355,7.6870791
89651.8285133,43123.8943699,0.0,0.0,0.0,-0.9683546517622046,0.24957818095839113,7.7188529
89651.2956187,43123.6189426,0.0,0.0,0.0,-0.9750213623799288,0.22211110486148058,7.7538854
89650.7476094,43123.374953,0.0,0.0,0.0,-0.9811763021894627,0.19311412175657197,7.800505
89650.1858591,43123.1644949,0.0,0.0,0.0,-0.9861947676123803,0.16558949342866902,7.8236498
89649.6139822,43122.9832198,0.0,0.0,0.0,-0.9902077856250908,0.13960136563606457,7.8611606
89649.0332099,43122.8328987,0.0,0.0,0.0,-0.9934064687723173,0.11464548748779858,7.8952611
89648.446,43122.7099955,0.0,0.0,0.0,-0.9956430893406986,0.09324611867584434,7.9195166
89647.8544214,43122.610148,0.0,0.0,0.0,-0.9972216700357183,0.07449121297960673,7.9292204
89647.2596285,43122.53176,0.0,0.0,0.0,-0.9984499839174874,0.055656352873407214,7.9450856
89646.6622006,43122.4768184,0.0,0.0,0.0,-0.9993683473755273,0.0355373924747917,7.9582594
89646.0629795,43122.4465469,0.0,0.0,0.0,-0.999891256460256,0.014747042223120043,7.9723969
89645.4630676,43122.4414396,0.0,0.0,0.0,-0.9999751670158643,-0.007047364868823909,8.0052556
89644.8635846,43122.4634534,0.0,0.0,0.0,-0.9995290184156476,-0.03068780450035475,8.0211332
89644.2659212,43122.5150191,0.0,0.0,0.0,-0.9983923835310483,-0.05668023030292018,8.0568037
89643.6719648,43122.599191,0.0,0.0,0.0,-0.9966833847909032,-0.08137708818671435,8.0781095
89643.0822933,43122.7095976,0.0,0.0,0.0,-0.994519504742402,-0.10455120605199873,8.0867873
89642.498722,43122.8486275,0.0,0.0,0.0,-0.9916344529831513,-0.12907792861990897,8.1069002
89641.9228155,43123.0166513,0.0,0.0,0.0,-0.9881557859870113,-0.15345404074312258,8.1365174
89641.3556792,43123.2124145,0.0,0.0,0.0,-0.9843288783880085,-0.17634244858060993,8.1505168
89640.7977914,43123.4331134,0.0,0.0,0.0,-0.980104471428155,-0.1984823042151031,8.1839994
89640.2506434,43123.6791192,0.0,0.0,0.0,-0.9756923484418961,-0.21914479503729392,8.2059786
89639.7133745,43123.946123,0.0,0.0,0.0,-0.9714667445050802,-0.23717580888594292,8.2411549
89639.1858881,43124.2319752,0.0,0.0,0.0,-0.96729409444727,-0.253657514864898,8.2771664
89638.6679866,43124.5348828,0.0,0.0,0.0,-0.96267219827125,-0.2706699811127922,8.2902803
89638.1619667,43124.8571826,0.0,0.0,0.0,-0.9575974606871898,-0.2881095334858707,8.3354544
89637.6674396,43125.1968698,0.0,0.0,0.0,-0.9523774661336027,-0.3049215669658977,8.3778175
89637.1853375,43125.5539826,0.0,0.0,0.0,-0.9471268693218037,-0.32085930469394053,8.3937654
89636.7147134,43125.9260695,0.0,0.0,0.0,-0.9415930805301921,-0.33675283324370575,8.4240213
89636.2577105,43126.3148146,0.0,0.0,0.0,-0.9356260458438754,-0.3529927794425182,8.452847
89635.8139165,43126.7185805,0.0,0.0,0.0,-0.9302857932134339,-0.366835580260765,8.4634996
89635.3807871,43127.1337381,0.0,0.0,0.0,-0.9252504287015845,-0.3793568823516112,8.4632742
89634.9594273,43127.5608596,0.0,0.0,0.0,-0.9201750832072381,-0.3915071088046199,8.4487586
