s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
87.7310573, 89645.5620236, 43139.6257245, 0.6524286, 0.1603107, 8.6154866, -0.7463112
88.4405481, 89646.0993334, 43140.0890554, 0.7731546, 0.1804074, 8.5642004, -0.6242881
89.1395193, 89646.5664884, 43140.6089851, 0.9070737, 0.2026684, 8.5128161, -0.5186934
89.8317040, 89646.9521735, 43141.1837604, 1.0549150, 0.2234808, 8.4795260, -0.3040220
90.5245302, 89647.2450738, 43141.8116280, 1.2153146, 0.2373692, 8.4632080, -0.0756994
91.2295001, 89647.4341435, 43142.4907709, 1.3814912, 0.2214259, 8.4670382, 0.1206673
91.9607481, 89647.5171540, 43143.2172920, 1.5271667, 0.1772763, 8.4836607, 0.2061289
92.7283947, 89647.5024558, 43143.9847979, 1.6477114, 0.1381635, 8.5034503, 0.2203332
93.5369870, 89647.3990245, 43144.7867476, 1.7462174, 0.1070002, 8.5244997, 0.2316241
94.3868183, 89647.2158359, 43145.6166002, 1.8265586, 0.0833482, 8.5485045, 0.2788056
95.2751127, 89646.9618657, 43146.4678146, 1.8923347, 0.0657086, 8.5811592, 0.3446023
96.1969216, 89646.6460898, 43147.3338500, 1.9465252, 0.0525593, 8.6211635, 0.4060787
97.1457618, 89646.2774838, 43148.2081654, 1.9914704, 0.0426682, 8.6692303, 0.4558970
98.1140566, 89645.8650235, 43149.0842197, 2.0289634, 0.0351162, 8.7219547, 0.4899500
99.0934405, 89645.4176848, 43149.9554722, 2.0603597, 0.0292359, 8.7786152, 0.4511685
100.0749709, 89644.9444432, 43150.8153817, 2.0866724, 0.0245404, 8.8228056, 0.3960791
101.0492771, 89644.4542746, 43151.6574074, 2.1086439, 0.0206624, 8.8664208, 0.3509812
102.0066665, 89643.9561548, 43152.4750083, 2.1267937, 0.0173031, 8.8993189, 0.3198748
102.9392141, 89643.4575092, 43153.2630423, 2.1432444, 0.0179824, 8.9343440, 0.3883033
103.8470255, 89642.9594733, 43154.0220428, 2.1598419, 0.0185640, 8.9792601, 0.4251862
104.7322518, 89642.4615877, 43154.7539824, 2.1764803, 0.0190027, 9.0192712, 0.2574506
105.5970274, 89641.9633929, 43155.4608336, 2.1930430, 0.0192730, 9.0292962, 0.0116056
106.4434663, 89641.4644295, 43156.1445692, 2.2094041, 0.0193518, 9.0214729, -0.1129909
107.2736591, 89640.9642381, 43156.8071617, 2.2254305, 0.0192200, 9.0082907, -0.1580300
108.0896703, 89640.4623593, 43157.4505836, 2.2409852, 0.0188641, 8.9925899, -0.1277433
