s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
109.8934388, 89638.2906023, 43158.8700030, 2.1554778, -0.0028498, 7.7202878, -0.0718280
110.7748176, 89637.8034642, 43159.6045268, 2.1541045, -0.0027780, 7.7136622, -0.0326729
111.7015331, 89637.2947281, 43160.3791164, 2.1484824, -0.0018048, 7.7127295, 0.0032676
112.6288988, 89636.7909807, 43161.1577341, 2.1434680, -0.0005334, 7.7144300, 0.0198970
113.5431072, 89636.2968183, 43161.9268769, 2.1411566, 0.0011616, 7.7174416, 0.0311168
114.4617738, 89635.8013469, 43162.7004766, 2.1426306, 0.0043958, 7.7217733, 0.0343646
115.3699809, 89635.3081616, 43163.4631091, 2.1480272, 0.0093545, 7.7255819, 0.0229693
116.2886774, 89634.8044004, 43164.2313720, 2.1557468, 0.0153759, 7.7271545, 0.0241029
117.1541225, 89634.3230443, 43164.9506018, 2.1680658, 0.0215937, 7.7312266, 0.0442226
118.0754563, 89633.7995659, 43165.7087749, 2.1892856, 0.0271709, 7.7373171, 0.0836130
118.9504111, 89633.2816580, 43166.4139821, 2.2201117, 0.0327385, 7.7507501, 0.1332739
119.8375374, 89632.7342712, 43167.1120945, 2.2565475, 0.0372272, 7.7685492, 0.1762910
120.7636586, 89632.1336483, 43167.8170431, 2.2982044, 0.0387936, 7.7907724, 0.2124815
121.6988210, 89631.4969267, 43168.5019623, 2.3362127, 0.0383086, 7.8159249, 0.2344178
122.4312697, 89630.9784652, 43169.0193391, 2.3751685, 0.0360301, 7.8440253, 0.2249716
123.3365481, 89630.3172691, 43169.6376826, 2.4060653, 0.0314287, 7.8669708, 0.2058712
124.3399612, 89629.5633859, 43170.2998745, 2.4319247, 0.0250641, 7.8905492, 0.1806269
125.2371193, 89628.8756359, 43170.8759756, 2.4546806, 0.0165895, 7.9084510, 0.1854689
126.0553363, 89628.2371226, 43171.3876198, 2.4700445, 0.0062191, 7.9331642, 0.2065905
126.9630747, 89627.5244653, 43171.9498551, 2.4734209, -0.0038850, 7.9556435, 0.2090857
127.9306507, 89626.7650839, 43172.5494744, 2.4667604, -0.0162306, 7.9808719, 0.2102108
128.8358507, 89626.0622123, 43173.1198766, 2.4487564, -0.0307523, 8.0038600, 0.1942823
129.7064410, 89625.3988118, 43173.6836381, 2.4135919, -0.0443508, 8.0256782, 0.1267389
130.7989984, 89624.5970362, 43174.4258225, 2.3682820, -0.0585217, 8.0343406, 0.0601301
131.5936330, 89624.0489847, 43175.0012213, 2.2987752, -0.0733120, 8.0403560, 0.0218054
132.5367410, 89623.4413410, 43175.7224853, 2.2302534, -0.0879478, 8.0399445, -0.0513351
133.4705974, 89622.8999508, 43176.4833956, 2.1404885, -0.1039230, 8.0283917, -0.1269142
