s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
183.9203239, 89629.2958957, 43187.7640301, -1.7561042, -0.1068376, 9.1667000, 0.0000000
185.9194579, 89631.2122742, 43187.2090016, -1.9394628, -0.0767996, 9.1667000, 0.0000000
187.9185919, 89633.0239579, 43186.3683086, -2.0601324, -0.0440742, 9.1667000, 0.0000000
189.9177258, 89634.7565875, 43185.3701425, -2.1158417, -0.0113712, 9.1667000, 0.0000000
191.9168598, 89636.4667167, 43184.3323763, -2.1056092, 0.0217006, 9.1667000, 0.0000000
193.9159937, 89638.2190093, 43183.3709370, -2.0282673, 0.0557769, 9.1667000, 0.0000000
195.9151277, 89640.0672045, 43182.6085445, -1.8863343, 0.0850484, 9.1667000, 0.0000000
197.9142616, 89642.0116849, 43182.1721169, -1.6880437, 0.1080250, 9.1667000, 0.0000000
199.9133956, 89644.0068170, 43182.1517927, -1.4744289, 0.1065104, 9.1667000, 0.0000000
201.9125296, 89645.9609645, 43182.5459285, -1.2777696, 0.0836409, 9.1667000, 0.0000000
203.9116635, 89647.8284346, 43183.2631514, -1.1404946, 0.0521123, 9.1667000, 0.0000000
205.9107975, 89649.6111962, 43184.1660175, -1.0771364, 0.0112923, 9.1667000, 0.0000000
207.9099314, 89651.3729809, 43185.1084448, -1.0960758, -0.0306085, 9.1667000, 0.0000000
209.9090654, 89653.1908418, 43185.9425288, -1.1987794, -0.0712779, 9.1667000, 0.0000000
211.9081993, 89655.1064561, 43186.5077987, -1.3833983, -0.1145058, 9.1667000, 0.0000000
213.9073333, 89657.0973334, 43186.6298027, -1.6435463, -0.1409446, 9.1667000, 0.0000000
215.9064672, 89659.0394499, 43186.1902361, -1.9524318, -0.1675518, 9.1667000, 0.0000000
217.9056012, 89660.7233126, 43185.1319824, -2.3262711, -0.2114846, 9.1667000, 0.0000000
219.9047352, 89661.8344200, 43183.4917642, -2.7643951, -0.2157575, 9.1667000, 0.0000000
221.9038691, 89662.1392055, 43181.5365174, 3.0648556, -0.2294280, 9.1667000, 0.0000000
223.9030031, 89661.5815058, 43179.6299099, 2.6679180, -0.1744384, 9.1667000, 0.0000000
225.9021370, 89660.3956739, 43178.0312873, 2.3523264, -0.1349426, 9.1667000, 0.0000000
227.9012710, 89658.8217224, 43176.8028198, 2.1296973, -0.0907016, 9.1667000, 0.0000000
229.9004049, 89657.0500496, 43175.8809951, 1.9827994, -0.0566826, 9.1667000, 0.0000000
231.8995389, 89655.1817293, 43175.1642462, 1.9030136, -0.0221983, 9.1667000, 0.0000000
233.8986728, 89653.2852598, 43174.5315326, 1.8949003, 0.0155346, 9.1667000, 0.0000000
235.8978068, 89651.4109220, 43173.8369318, 1.9719027, 0.0617480, 9.1667000, 0.0000000
237.8969408, 89649.6369604, 43172.9203367, 2.1362137, 0.1010607, 9.1667000, 0.0000000
