s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
86.4717647,89627.4011087,43157.4085050,-7.3853479,-0.0150983,8.8007941,0
87.4461321,89627.8349481,43156.5360516,-7.3983130,-0.0116692,8.8445078,0
88.4248194,89628.2605161,43155.6547339,-7.4081244,-0.0086825,8.8791037,0
89.4081165,89628.6809774,43154.7658663,-7.4153356,-0.0066682,8.9392204,0
90.3991497,89629.0989927,43153.8673064,-7.4212794,-0.0055169,9.0101982,0
91.3994218,89629.5159335,43152.9580734,-7.4263125,-0.0045722,9.0801850,0
92.4026310,89629.9299242,43152.0442680,-7.4304370,-0.0032282,9.1266079,0
93.4019110,89630.3389572,43151.1325375,-7.4327839,-0.0006310,9.1870648,0
94.4016069,89630.7472127,43150.2200028,-7.4316969,0.0029072,9.2537976,0
95.4061071,89631.1603811,43149.3044088,-7.4269398,0.0062646,9.3165362,0
96.4138341,89631.5806515,43148.3885014,-7.4190812,0.0093677,9.3879421,0
97.4243122,89632.0107056,43147.4741056,-7.4080250,0.0119423,9.4500715,0
98.4366531,89632.4531400,43146.5635641,-7.3949202,0.0142319,9.5083375,0
99.4484239,89632.9075760,43145.6595906,-7.3792190,0.0187833,9.5509739,0
100.4630604,89633.3794747,43144.7613708,-7.3568370,0.0265001,9.6038738,0
101.4840563,89633.8784678,43143.8706191,-7.3252143,0.0353712,9.6433913,0
102.5101704,89634.4121691,43142.9942213,-7.2843772,0.0439441,9.6825499,0
103.5384504,89634.9861992,43142.1410805,-7.2349081,0.0537514,9.7258907,0
104.5633664,89635.6030261,43141.3225591,-7.1740264,0.0631903,9.7609925,0
105.5759140,89636.2658795,43140.5571324,-7.1062513,0.0718596,9.7742194,0
106.5765845,89636.9705945,43139.8466971,-7.0294029,0.0836139,9.7805183,0
107.5530649,89637.7149001,43139.2146188,-6.9412350,0.0974895,9.7738766,0
108.5062893,89638.4944819,43138.6660852,-6.8414901,0.1138577,9.7474733,0
109.4349353,89639.3072674,43138.2169049,-6.7273213,0.1309410,9.6475395,0
110.3389882,89640.1451381,43137.8773693,-6.6017548,0.1496926,9.5091274,0
111.2002150,89640.9784551,43137.6598966,-6.4637160,0.1784237,9.3854683,0
112.0411717,89641.8145532,43137.5696300,-6.2982477,0.2115548,9.2707678,0
112.8674289,89642.6384380,43137.6321997,-6.1112498,0.2247950,9.1434620,0
113.6804644,89643.4227660,43137.8463405,-5.9294894,0.2187687,8.9766744,0
114.5010218,89644.1645814,43138.1970887,-5.7532446,0.2153296,8.9273082,0
115.3330640,89644.8420291,43138.6801610,-5.5731269,0.2129896,8.8137402,0
116.1707951,89645.4249066,43139.2818647,-5.3973543,0.2002405,8.7694836,0
117.0174665,89645.9026373,43139.9808824,-5.2356355,0.1818790,8.7143033,0
117.8668235,89646.2695764,43140.7468870,-5.0885456,0.1684485,8.6372693,0
118.7169896,89646.5252927,43141.5576838,-4.9490362,0.1581704,8.5896136,0
119.5936900,89646.6698348,43142.4223867,-4.8155974,0.1431994,8.5555086,0
120.4699786,89646.7055944,43143.2979455,-4.6978007,0.1293143,8.5122761,0
121.3658804,89646.6418267,43144.1915749,-4.5864395,0.1202556,8.4848641,0
122.2930681,89646.4734850,43145.1033524,-4.4787406,0.1106123,8.4573024,0
123.2320904,89646.2091340,43146.0043970,-4.3800427,0.0959946,8.4559482,0
124.1873450,89645.8546951,43146.8914620,-4.2971662,0.0771595,8.4713451,0
125.1632280,89645.4292765,43147.7697369,-4.2313556,0.0602560,8.5186954,0
126.1525350,89644.9451062,43148.6324694,-4.1789268,0.0458640,8.5724203,0
127.1562946,89644.4154645,43149.4851200,-4.1401347,0.0329324,8.6193641,0
128.1657402,89643.8548885,43150.3246050,-4.1126858,0.0212339,8.6981295,0
129.1756765,89643.2757898,43151.1520202,-4.0972584,0.0093835,8.7624593,0
130.1901902,89642.6866272,43151.9779290,-4.0937421,0.0003513,8.8020884,0
131.1964302,89642.1038747,43152.7982452,-4.0964972,-0.0035111,8.8720379,0
132.1993826,89641.5259358,43153.6179403,-4.1007915,-0.0047205,8.9483756,0
133.2000775,89640.9534228,43154.4386833,-4.1059534,-0.0045878,8.9749299,0
134.2026129,89640.3842222,43155.2639640,-4.1099798,-0.0025096,8.9735118,0
135.2065202,89639.8165179,43156.0919383,-4.1109847,0.0007587,8.9436525,0
136.2059750,89639.2507209,43156.9158216,-4.1084755,0.0039419,8.9207512,0
137.2029346,89638.6828292,43157.7352284,-4.1031222,0.0062482,8.9177517,0
138.2019346,89638.1084956,43158.5526278,-4.0960007,0.0074411,8.9290661,0
139.2047199,89637.5255982,43159.3685990,-4.0882243,0.0075450,8.9519835,0
140.2067970,89636.9368279,43160.1794677,-4.0808736,0.0067062,8.9650191,0
141.2070956,89636.3434757,43160.9847816,-4.0747937,0.0051467,8.9826068,0
142.2177563,89635.7397350,43161.7952952,-4.0705432,0.0031853,8.9961495,0
143.2369239,89635.1282479,43162.6106393,-4.0683455,0.0011513,9.0141618,0
144.2533721,89634.5174850,43163.4231267,-4.0681942,-0.0009383,9.0288952,0
145.2628918,89633.9115387,43164.2305665,-4.0702316,-0.0030836,9.0547227,0
146.2655387,89633.3123329,43165.0344652,-4.0743843,-0.0044204,9.0733192,0
147.2572446,89632.7236741,43165.8325639,-4.0790414,-0.0039409,9.0989029,0
148.2296472,89632.1498186,43166.6175840,-4.0821536,-0.0012212,9.1425024,0
149.1878162,89631.5858985,43167.3922336,-4.0814549,0.0040084,9.1985304,0
150.1417615,89631.0218768,43168.1615782,-4.0745165,0.0118923,9.2417735,0
151.0843465,89630.4566492,43168.9158887,-4.0590043,0.0216622,9.2801397,0
152.0269594,89629.8759680,43169.6584036,-4.0336766,0.0312088,9.3057454,0
152.9732713,89629.2708463,43170.3859570,-4.0000181,0.0371993,9.3308134,0
153.9380427,89628.6265224,43171.1040313,-3.9625246,0.0370227,9.3488059,0
154.8942139,89627.9621035,43171.7916437,-3.9288668,0.0328963,9.3579393,0
155.8437987,89627.2817778,43172.4541149,-3.8997976,0.0272421,9.3702719,0
156.8029333,89626.5761884,43173.1037941,-3.8769336,0.0182903,9.3808441,0
157.7499745,89625.8683505,43173.7329622,-3.8647979,0.0044369,9.4015915,0
158.6861911,89625.1643888,43174.3501651,-3.8683970,-0.0125280,9.4439984,0
159.6128045,89624.4761995,43174.9706550,-3.8879712,-0.0300527,9.4828244,0
160.5380470,89623.8049294,43175.6074204,-3.9240363,-0.0492477,9.5219284,0
161.4675164,89623.1613533,43176.2780345,-3.9794150,-0.0669718,9.5576216,0
162.3941602,89622.5635304,43176.9860433,-4.0483202,-0.0825750,9.5739385,0
163.2886877,89622.0378203,43177.7097893,-4.1293384,-0.1050893,9.5794785,0
164.1576419,89621.5916674,43178.4554628,-4.2330573,-0.1362731,9.5764235,0
165.0110371,89621.2432569,43179.2344965,-4.3636904,-0.1631768,9.5685158,0
165.8347108,89621.0161428,43180.0262399,-4.5062223,-0.1746482,9.5472402,0
166.6338889,89620.9084534,43180.8181292,-4.6472161,-0.1761112,9.5223121,0
167.4423819,89620.9130074,43181.6266093,-4.7896263,-0.1767062,9.4736468,0
168.2560806,89621.0340448,43182.4312555,-4.9341092,-0.1725677,9.4082530,0
169.0685958,89621.2695221,43183.2089003,-5.0703837,-0.1564503,9.2983743,0
169.9051575,89621.6135802,43183.9714353,-5.1917520,-0.1390688,9.1849851,0
170.7585869,89622.0494221,43184.7051816,-5.3054586,-0.1331412,9.0719464,0
171.6245295,89622.5741571,43185.3940283,-5.4207871,-0.1314827,8.9804089,0
172.5104438,89623.1890501,43186.0317983,-5.5358405,-0.1290467,8.9306507,0
173.4133678,89623.8854564,43186.6065071,-5.6517668,-0.1295808,8.8728936,0
174.3248566,89624.6516901,43187.1001644,-5.7711110,-0.1313928,8.8280508,0
175.2477432,89625.4822741,43187.5024701,-5.8929340,-0.1312618,8.7742398,0
176.1797195,89626.3643125,43187.8034489,-6.0147135,-0.1297982,8.7311390,0
177.1262795,89627.2906348,43187.9981353,-6.1368938,-0.1284310,8.6897730,0
178.0588104,89628.2196928,43188.0785406,-6.2561983,-0.1316566,8.6561584,0
178.9642028,89629.1246606,43188.0508155,-6.3789163,-0.1363518,8.6312619,0
179.9067836,89630.0546688,43187.8973770,-6.5082409,-0.1210535,8.6200723,0
180.8406163,89630.9505624,43187.6339035,-6.6063589,-0.0892146,8.6110255,0
181.7839951,89631.8332344,43187.3009567,-6.6756151,-0.0706485,8.6097930,0
182.7633398,89632.7253064,43186.8968235,-6.7420458,-0.0646079,8.5974720,0
183.7842512,89633.6242703,43186.4129599,-6.8045710,-0.0524769,8.5699549,0
184.7809576,89634.4748493,43185.8934035,-6.8483606,-0.0323850,8.5681887,0
185.7928597,89635.3200095,43185.3369413,-6.8692799,-0.0081094,8.5848159,0
186.8031613,89636.1595561,43184.7749174,-6.8648037,0.0140247,8.6004948,0
187.8216771,89637.0152542,43184.2225089,-6.8406649,0.0317528,8.6198192,0
188.8120657,89637.8636256,43183.7114946,-6.8014535,0.0488627,8.6253103,0
189.7510310,89638.6896034,43183.2649338,-6.7473018,0.0708539,8.6087342,0
190.6876741,89639.5399310,43182.8721957,-6.6685444,0.0969441,8.5825354,0
191.5939440,89640.3944495,43182.5703293,-6.5693724,0.1163994,8.5551644,0
192.4763778,89641.2527922,43182.3655435,-6.4605863,0.1291014,8.5367455,0
193.3523439,89642.1223521,43182.2597977,-6.3422901,0.1374812,8.5245753,0
194.2476684,89643.0176688,43182.2635353,-6.2168967,0.1342158,8.5199602,0
195.1210095,89643.8839900,43182.3740439,-6.1045896,0.1210372,8.5216886,0
196.0126854,89644.7518989,43182.5785436,-6.0033798,0.1070837,8.5260301,0
196.9241195,89645.6143660,43182.8732680,-5.9117000,0.0904647,8.5338761,0
197.8390944,89646.4520971,43183.2412161,-5.8381800,0.0676779,8.5658645,0
198.7752123,89647.2837746,43183.6709013,-5.7869208,0.0431057,8.6237307,0
199.7341570,89648.1178057,43184.1441527,-5.7570064,0.0206174,8.6808359,0
200.7258945,89648.9701677,43184.6511265,-5.7474016,-0.0012119,8.7354696,0
201.7353989,89649.8386252,43185.1657920,-5.7598228,-0.0219176,8.7907502,0
202.7585359,89650.7307658,43185.6666857,-5.7922229,-0.0395334,8.8567990,0
203.7931822,89651.6531768,43186.1353551,-5.8413685,-0.0541857,8.9148707,0
204.8413258,89652.6131241,43186.5561947,-5.9052843,-0.0675245,8.9520846,0
205.9041735,89653.6143671,43186.9127868,-5.9841490,-0.0818970,9.0272485,0
206.9523662,89654.6282603,43187.1787349,-6.0780233,-0.1004454,9.0733597,0
207.9845845,89655.6481702,43187.3376633,-6.1929350,-0.1247788,9.0958862,0
208.9768302,89656.6400155,43187.3658516,-6.3298021,-0.1478042,9.0995463,0
209.9850471,89657.6406332,43187.2422976,-6.4891258,-0.1537364,9.0694206,0
210.9383327,89658.5556018,43186.9747420,-6.6317246,-0.1465038,8.9980943,0
211.8430237,89659.3855575,43186.6146875,-6.7621478,-0.1723230,8.9493735,0
212.7388190,89660.1502180,43186.1480574,-6.9426991,-0.2150719,8.7867640,0
213.6139277,89660.7793677,43185.5397927,-7.1414162,-0.2127387,8.6596855,0
214.5025930,89661.2967709,43184.8172833,-7.3185885,-0.1984569,8.5578924,0
215.3952506,89661.6841905,43184.0130796,-7.4955804,-0.2040224,8.4458267,0
216.2729452,89661.9177818,43183.1670401,-7.6801157,-0.2184786,8.3565164,0
217.1021491,89661.9870520,43182.3407346,-7.8683111,-0.2269963,8.2368676,0
217.9452174,89661.8912022,43181.5031326,-8.0599170,-0.2028079,8.1614587,0
218.7880048,89661.6438313,43180.6974664,-8.2102594,-0.1617043,8.0931000,0
219.6153669,89661.3113197,43179.9398622,-8.3313253,-0.1534196,8.0235335,0
220.5020564,89660.8511265,43179.1819436,-8.4743196,-0.1572755,7.9693273,0
221.3674580,89660.2981345,43178.5162712,-8.6069830,-0.1404200,7.9490377,0
222.2486582,89659.6575292,43177.9111772,-8.7194236,-0.1189594,7.9376944,0
223.1499674,89658.9414501,43177.3638301,-8.8188240,-0.1039061,7.9411582,0
224.0685429,89658.1623931,43176.8771566,-8.9083797,-0.0887119,7.9514630,0
224.9942411,89657.3387916,43176.4545483,-8.9823418,-0.0695296,7.9785991,0
225.9259293,89656.4845355,43176.0826756,-9.0374454,-0.0500199,7.9878316,0
226.8841409,89655.5889099,43175.7420519,-9.0764027,-0.0283899,7.9958875,0
227.8710259,89654.6561979,43175.4195767,-9.0919618,-0.0006585,8.0218460,0
228.8772581,89653.7051623,43175.0908909,-9.0771253,0.0235527,8.0495727,0
229.8900133,89652.7582748,43174.7316177,-9.0442928,0.0350459,8.0744081,0
230.9211999,89651.8079478,43174.3313371,-9.0053913,0.0410728,8.0897408,0
231.9677105,89650.8613081,43173.8851785,-8.9588422,0.0505096,8.1009444,0
232.9912375,89649.9586407,43173.4026859,-8.9010853,0.0665932,8.1044681,0
233.9902122,89649.1099899,43172.8756733,-8.8245927,0.0902259,8.1061574,0
234.9594873,89648.3344701,43172.2942412,-8.7241871,0.1191313,8.0951686,0
235.9267979,89647.6318216,43171.6294293,-8.5937264,0.1488007,8.0866769,0
236.8632687,89647.0511891,43170.8946888,-8.4415739,0.1719976,8.0793020,0
237.7394150,89646.6222107,43170.1307452,-8.2827878,0.1983428,8.0750604,0
238.6353298,89646.3199868,43169.2873449,-8.0883512,0.2228484,8.0786847,0
239.5227274,89646.2087333,43168.4069489,-7.8860372,0.2132800,8.0877170,0
240.4032343,89646.2622886,43167.5280722,-7.7102774,0.1918076,8.1020685,0
241.3158901,89646.4699802,43166.6393625,-7.5419912,0.1787410,8.1174661,0
242.2219286,89646.8176292,43165.8026752,-7.3848375,0.1600178,8.1520904,0
243.1326146,89647.2896467,43165.0238628,-7.2512621,0.1288897,8.2100747,0
244.0636735,89647.8618627,43164.2893974,-7.1479232,0.1024866,8.2519916,0
244.9773966,89648.4843119,43163.6204827,-7.0617262,0.0952013,8.2997679,0
245.9052576,89649.1725938,43162.9982335,-6.9725009,0.0978256,8.3574725,0
246.8440410,89649.9238814,43162.4353115,-6.8790300,0.0976268,8.4222716,0
247.7730449,89650.7162956,43161.9504115,-6.7900881,0.0938092,8.4846109,0
248.7013439,89651.5461566,43161.5343949,-6.7047079,0.0946725,8.5306027,0
249.6245006,89652.4039414,43161.1931860,-6.6147607,0.0987784,8.5395417,0
250.5269484,89653.2698295,43160.9389228,-6.5244074,0.0986483,8.5577118,0
251.4160945,89654.1416937,43160.7644706,-6.4379229,0.0969558,8.5835944,0
252.2893226,89655.0093765,43160.6662158,-6.3534655,0.0978824,8.6039380,0
253.1542575,89655.8739673,43160.6418225,-6.2677486,0.1033234,8.6336228,0
254.0175764,89656.7357841,43160.6927271,-6.1748237,0.1152079,8.6593025,0
254.8618591,89657.5697308,43160.8244319,-6.0712103,0.1346388,8.6769010,0
255.6874607,89658.3662769,43161.0415319,-5.9502160,0.1477251,8.6906427,0
256.5576869,89659.1666273,43161.3831939,-5.8207210,0.1292530,8.6923426,0
257.4041369,89659.9012584,43161.8036636,-5.7273151,0.1070802,8.6924969,0
258.2732465,89660.6220505,43162.2892664,-5.6368510,0.1118187,8.6900382,0
259.1893792,89661.3211492,43162.8813477,-5.5270008,0.1083102,8.6954927,0
260.0838460,89661.9389189,43163.5282105,-5.4402513,0.0781760,8.7104190,0
261.0247623,89662.5389591,43164.2529692,-5.3852079,0.0400324,8.7324370,0
262.0085157,89663.1368571,43165.0341790,-5.3647803,0.0060100,8.7630317,0
263.0163652,89663.7480041,43165.8355902,-5.3739533,-0.0189165,8.8074755,0
264.0244931,89664.3753184,43166.6247661,-5.4029264,-0.0358537,8.8766051,0
265.0005084,89665.0106666,43167.3656700,-5.4446477,-0.0610286,8.9080470,0
265.9999426,89665.6964617,43168.0926871,-5.5245072,-0.0999431,8.9148550,0
266.9580829,89666.4261300,43168.7136678,-5.6386599,-0.1270030,8.9078117,0
267.8825062,89667.1962788,43169.2249693,-5.7632460,-0.1455857,8.8840564,0
268.8105525,89668.0305034,43169.6315884,-5.9087475,-0.1701133,8.8152366,0
269.7206997,89668.9008380,43169.8978323,-6.0758215,-0.1868164,8.7044953,0
270.6081282,89669.7818742,43170.0041545,-6.2444377,-0.1806159,8.5972086,0
271.4869226,89670.6599007,43169.9674233,-6.3952966,-0.1629328,8.5149892,0
272.3752482,89671.5333646,43169.8056109,-6.5325662,-0.1490403,8.4669650,0
273.2879850,89672.4005083,43169.5207421,-6.6636785,-0.1323210,8.4542312,0
274.2424727,89673.2614344,43169.1086099,-6.7787213,-0.1084138,8.4682589,0
275.1933247,89674.0748218,43168.6161463,-6.8705439,-0.0941393,8.5058321,0
